comments,Toxicity,Obscence,Threat,Identity attack - Insult,Sexual explicit,Sedition – Politics,Spam
nuuu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phan Hieu mặt thanh niên Pogba đầu đỏ khắm vl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Mình nhận khôi phục tài khoản fb đã bị khoá , quên mật khẩuCheck tin nhắn fb zalo người khác , định vị điện thoạiMn cần ib mình nha",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wow video ⬇ 🎞 💖 💋 🔞 👙 😍 🎞 ⬇ Nami Giang uploaded a file in the group : Tuyển Dụng Việc Làm Sài Gòn - TP.HCM ( ⚙ KAITO ⛨ ) .,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Sao chúng mày cứ lập nick ảo phốt qua phốt lại z . Cái này chắc bên Bắc trần tiến chơi xấu đây . Chán , cư phối thoả mái thì 2 đứa bây cũng éo có ai làm đâu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fans 30 chưa phải là tết đâu ? Fans tát cạn đầm lầy đâu ? Fans 3 dòng kẻ đâu ? ... Tôi muốn thấy cánh tay của các bạn .,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TaThi Hằng ôn cái liều :)))))))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"tôi đồng ý với bạn là cái mồm của Trump đôi khi ko tự kiểm soát được nhưng ít nhất chính vì những gì mà ông ấy nói , ông ấy chửi bới , ông ấy xúc phạm mà làm cho những người dân họ nhìn nhận lại vấn đề , họ tự nhận xét lại mọi thứ và họ nhìn thấy được cái mà ông gọi là deep state , cái mà ông gọi là truyền thông bẩn và cái mà ông gọi là bọn big tech thổ tả . Hãy nhìn chúng bịt miệng ông ấy như thế nào đi . Hãy nhìn fb lúc nào cũng gắn nhãn ông ta đi . Hãy nhìn twitter block tk của trump đi . Đó là tự do ngôn luận sao ? Những người ủng hộ Trump cũng bị block . Đó là cái mà người dân cảm thấy là tự do ngôn luận à ?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Truấttttt qá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nhớ nhà 😔 Hà Nhài is feeling nostalgic .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tao ko có j nói chuyện với mày,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hồi xưa chị t gội bằng xà bông rửa chén luôn :))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
chxhcn ocschos,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Đất nước của thế giới và loài người văn minh Làm sao có thứ luật rừng của lũ khỉ chui tử hang chui ra,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phản ứng gắt thế :))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nếu ông nói vậy thì luật pháp vứt đi . Các ông muốn làm gì thì làm à . Người dân chúng tôi tin ai . Luật pháp thì vứt đi . Vậy người dân chúng tôi tin các ông à . Nực cười ...,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ngta củg tắm mà sao dễ thương qá .. ai kia củg tắm mà như đóng phim heo,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Cảm ơn Tổ chức Thúc đẩy Bình đẳng giới Việt Nam VOGE với bài chia sẻ hữu ích , chúng mình xin phép được đăng lại bài này trên fanpage ( kèm chú thích nguồn từ VOGE ) được không ạ ?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ủa vậy cái group này là gì ? ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nếu có tiền ko ở đâu sướng hơn VN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phạm Linh sag grup khác đi grup này bị bá rồi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Linh Khánh Hạ yeu thu ko,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thi đấu thể thao chuyên nghiệp ở VN bạc bẽo vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Em nè chị ơi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5 dấu hiệu nhận biết một Mama's boy . - Red Pill VN5 dấu hiệu nhận biết một Mama's boy . - Red Pill VN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khi đàn bà không còn là một danh từ mà là tính từ mang nghĩa xấu và rất xấu =)))),1.0,0.0,0.0,1.0,0.0,0.0,0.0
S1mple pha ke hay thật vậy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xuân Diễm cái này gọi là ngu dốt + nhiệt tình = phá hoại nè,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E có ít bột nghệ tự làm . Ai lấy ib e nhé < URL >,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tấn công đi mn,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Trinh Trinh đme đi làm ni cô đi . Xàm lồn quá cđi ~ ơi,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Phạm Vũ Dương đi mở hàng cho các ẻm đi kìa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phán câu mà chỉ có thể chửi dm não óc chó , thế cũng đồng nghĩa mày phán đúng là đúng phán sai là sai ah xem mạng người như cỏ rác",1.0,1.0,0.0,1.0,0.0,0.0,0.0
trc hay lên gậy đẩy thì đẩy đc đồng đội chứ gậy lốc ko lốc đc đồng đội bác ạ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoàng Nhật ủa cg trong gr hả bro,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nếu não tao bằng nữa ngực tao thì mày đã không còn có cơ hội . Còn não mày bằng cả ngực mày đó là lý do cuộc đời mày thua tao rồi 😏 < URL >,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Lê Sơn Hải ai biết đc thông minh với khôn ranh giới của nó như sợi tóc .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phương Khanh Đây là tiếng lòng của tao với th Nguyễn Hoàng Đức đó :)))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
hợp vs e luôn nè,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ThanhLan Phung bên gr Bí mật showbiz chửi dữ dội luôn , mình còn tưởng mình vào lộn gr anti không í",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nhất Chi Mai nó không đi kèm nhưng nó tăng giá trị loại trừ . Ít ra học thức thì đối đãi với nhau cũng tử tế hơn . Đang nói về xác suất đó bạn .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tự do dân chủ kiểu Mỹ giờ là lúc phải trả giá ngay trên đất nước Mỹ nhìn lại mới thấy Việt Nam ta thật vĩ đại nếu mà kg có mấy con sâu làm vấy bẩn nồi canh thì đất nước ta thật hoàn hảo yên bình nhất thế giới nhưng đảng ta vẫn vững vàng nhân dân ta vẫn đặt hết lòng tin tưởng vào nhà nước ta vào đảng của bác Hồ đã dầy công xây dựng lên Việt Nam muôn năm bác Hồ muôn năm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Luật pháp của một nước mà còn khác nhau thì đúng là một lũ giá áo túi cơm tồn tại , chừng nào mà những loại súc vật đội lốt người này bị tiệt chủng chắc xã hội mới đổi mới được",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"lại mấy c anti HG nhảy vào :)) thính vđ bạn ạ , kiểu đọc hết cm của các nghệ sĩ ý cứ ai nhắc đến nhảy hết vào cm ngay nể vđ",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Trời ơi tôi muôn giết ng tôi yêu,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hàm Hương ơi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Có khi mình cũng phải mua 1 quyển mới đc . Cứ cầm tiền xong ko hiểu tiền đi đâu mất luôn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mấy cái bl đó , em report liền khoá bọn nó . Bọn nó cãi ko lại soi fb đó . Lúc đó ko tag ad vào phụ :))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cho những người có năng lực thật sự vào showbiz . Chứ đi phẩu thuật về , thắng được cái giải rồi lên như diều gặp gió , đi tới đâu nói đạo lý tới đó trong khi mình sống như shit . Làm CEO của công ty kem trộn rồi lấy tiền đó làm MV , view với BXH cao hơn những MV hay thật sự mặc dù cái giọng chua như 7749 trái chanh . Hát thì không rõ lời , nhảy thì kém . Lên truyền thông thì khinh khỉnh người này người kia . Muốn mình là tâm điểm của mọi cuộc vui . Đủ để loại trừ ra khỏi showbiz chưa không muốn cái showbiz VN thành nồi cháo heo , ai muốn vào cũng được , thể loại nào cũng có thể trụ được ở đó",1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sơn Tùng hát không có nghẹt mũi như Erik :)) It's fact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
À mình chỉ muốn nói Dương cute với dễ thương vl O ^ O,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Mé , cái fc gì mà gọi nhau là Fercon và má mẹ thì cũng chịu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thôi dẹp mẹ đi . Lụy là đã khổ r , k có nhà k có cv rồi lấy nhau con cái nheo nhóc khổ vcl , mình khổ đã đành nhg nhìn con ốm đau đói khổ tâm nghìn lần . Lấy nhau có nhà có cv còn vất vả chứ đừng nói là k có gì . Hãy tin là rất rất ít đôi nào lên đc từ bàn tay trắng , nếu có thg ck yêu vk thg con , chịu thương chịu khó làm ăn thật , nhg chưa chắc đấy đã là thg ck mình . Đời mấy ai đc may mắn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mọi người chửi tục phải viết tắt , chửi tục không viết tắt bị gỡ cmt nhé !",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bùi Hường đã ăn chay , tu quả , tin nhân quả mà còn rỗi hơi tham gia cái nhóm anti đó vậy",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gọi Tên Nhau mày mới là thằng ( con ) ngu hơn con bò,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Vay van la con cua bi thu tinh bac ninh dai học co vua con thua trung cap,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diệuu Thanh đi bóc phốt chứ đâu :)))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đmm tin người vl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Y hệt những gì bme t dặn trước khi lấy chồng .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Những ngày buồn trời mang Tùng vào đây chi . Liên quan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nếu thật sự ko thể chịu được tính cách và hành động xấu xí kinh khủng của 1 ai đó , bạn có thể dùng "" kẻ tiểu nhân "" "" đồ xấu tính "" ... thay thế",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đôi khi ko hiểu nổi . Làm ng tốt mà cũng anti , sao ko thử đặt mình vào vị trí của TT xem như thế nào . Toàn cào phím , thương Tiên thật sự . Trời mưa gió bão bùng ko mở nhà trong chăn ấm nệm êm mà phải vất vả để dc j ? Để nghe các bạn chửi có đáng ko ?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cậu Vàng này màu mỡ thếTưởng thời đấy người còn không có cái mà ăn ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Toàn mấy thằng nhóc thất bại không làm được gì ngồi lý luận . Lúc đó nó làm sao biết nó sẽ đi thi hoa hậu ? Tụi mày thấy có con hoa hậu nào từ khi sinh ra đã đi đứng tươi cười thân thiện chưa ? Mà liên quan gì tới nền giáo dục ? Lý luận ngu . Đấy là mặt trái của mạng xã hội , đem lại thông tin nhưng nó sẽ lưu lại những dấu vết không nên xuất hiện .",1.0,0.0,0.0,1.0,0.0,0.0,0.0
Bảo mật cao nhất là otp lại o cài,0.0,0.0,0.0,0.0,0.0,0.0,0.0
khổ thân,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cầu cho cháu bé sống bình an,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cặp bạn trẻ hot nhất 2020 => 𝗖𝗹𝗶𝗽 𝟯𝟲 𝗣𝗵𝘂 ́ 𝘁 𝗘𝗺 𝗧𝗵𝘂 ́ 𝘆 𝗛𝗮 ̆ ̀ 𝗻𝗴 𝟮 𝗸𝟭 ( y ) 😳,1.0,0.0,0.0,1.0,1.0,0.0,1.0
con này team ko có aoe cũng khổ vkl,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hy vọng ông "" minh trí "" hơn vì đang làm nghề cầm cân Công lý . Ý kiến khác nhau , nhưng "" nhận thức pháp luật "" không thể khác nhau . Vì đó là bổn phận của chính VKSND và là đại biểu QH. Không lơ mơ được . Không ai nói HDH là vô tội nhưng điều tra , xét xử như vậy là xúc phạm công lý . Biết đâu sẽ có giải pháp "" chữa cháy "" : Tư pháp "" đúng "" nhưng sẽ tha chết cho H. Huề cả làng , chỉ mình Công lý thua .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trương Linh Nhi sửa từ đ . é . o hộ mình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bác nói vậy bọn kia lại nhảy bổ vào chửi bác ấy ạ . Thể bào nó cũng nói đã làm được gì cho tổ quốc chưa cho xem,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chúc anh phan lê vương triết năm mới bớt hãm nha hihi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Da đen bay về nước Thái Vũ :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
E rửa mặt bằng nước nóng cho chi trong 1 tuần và đắp na teatree cho chi nhé . Sau 1 tuẩn e inboc cho chi về tình trạng da của e rồi tính tiếp e nhe,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ck con nợ nghe tin này bảo vk đừng trả nữa xem nó dám không .,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sure Sure đấy :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sao kết án tử hình lại giống nhau ? ? ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
báo lá cải,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Em nhận show hàng chat uy tín 150 k cho 1 cuộc tình 45 p anh nhaAnh nào có nhu cầu nhắn tin em ạ,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Chất vl :)),0.0,1.0,0.0,0.0,0.0,0.0,0.0
Chẳng sao cả các nhà máy vẫn hoạt động và USAF vẫn làm nhiệm vụ của mình . Thị trường có hơi chao đảo tí thôi . Hoa Kỳ vẫn mạnh nhất .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vi Chí Thiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mới vl dm :)))),1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cuối năm mà đ ' có tiềnThì thơ hơi ngang,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Diễm My U30 thèm tình cần 1 anh cặc bự đụ, muốn ngoại tình vụng trộm. Số điện thoại trên nhóm https://zalo.me/g/opegye025",1.0,1.0,0.0,0.0,1.0,0.0,1.0
chó cũng có cosplay luôn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
:))) có anh nào trong này cho e mượn tiền k ? :))) lúc đòi nhớ để vợ tới ngủ với em nhé :)),1.0,0.0,0.0,0.0,1.0,0.0,0.0
Hoàng Quyên mọe :))),0.0,1.0,0.0,0.0,0.0,0.0,0.0
nếu bạn nhiều tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dân có thể nhận thức pháp luật khác nhau nhưng cơ quan chức năng không thể nhận thức linh tinh được ...,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tèn ten ten ngày nào củng như ngày đó nè quý dị oiii ! Còn nhiều đơn cơ mà e chụp vội đc mỗi tấm này 😓 . . Kem body nhà em chất kem tuyệt lắm luôn chứ ko quảng cáo dỏm đâu này 💋 . . Tin em đi vì em là ng xài ng sử dụng chứ ko treo đâu dê bán thịt chó ạ < URL >,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bữa đọc cmt thấy ngta đối “ Tạch Toán Lí Sinh Anh ”,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ở vn nhìn vô khung giá đất nhà nước thu hồi với giá đất thị trường là biết ngay rồi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đúng là sen đầm Mẽo .,1.0,0.0,0.0,0.0,0.0,1.0,0.0
La Bui cảm ơn bạn đã chỉ giáo thân ái,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phạm Thị Duyên Gửi link đi bạn ơi . Fai tiêu diệt hết bọn antifan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chấmmmmm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nguyễn Ngọc Thư mình thấy c Tiên cực quá nên nhiều khi nghĩ đưa cho 1 ai uy tín , người mình nghĩ đến là chú Quyền Linh , chứ thấy dân họ ghê thật , c Tiên mà đi 1 mình chắc ..... hìhì mình ko dám nói nữa",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"( GÓC DẦU MỠ ) 😂 😂 😂 👏 🏻 . Giá 60 k . . 🍀 🍀 GIẤY THẤM DẦU THE FACE SHOP MẪU MỚI NHẤT 🍀 🍀 . . ✔ ✔ VỚI NHIỀU CẢI TIẾN MỚI , THẤMDẦU TỐT HƠN GẤP 3,4 LẦN LOẠI CŨ NHA. . - Công dụng : Loại bỏ dầu thừa trên da . . - Cách dùng : Lau trực tiếp lên vùng da mặt nhiều dầu . . - Tính năng : Dưỡng . Hút dầu . . - Giấy thấm dầu The Face Shop , xinh xắn tiện lợi , thấm hút tốt , khử sạch dầu nhờn trên mặt mà không ảnh hưởng đến lớp trang điểm . . ❣ Khối lượng : 1 gói 50 miếng < URL >",0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nguyễn Gia HuyNguyễn Gia Huy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Đức Tiến 1 thằng fuckboy lên tiếng =))))))))))))))) yêu nhau chỉ để địt địt xong đếm từng đồng xu cắt bạc mình chi ra là bao nhiêu trong khi lúc địt thì sướng cu mình chứ sướng cu ai =))))))))))) hề chúa =)))))))))))))),1.0,1.0,0.0,1.0,1.0,0.0,0.0
"T không ưa Đảng CSVN, nhưng người trong clip này là ai, ông ta có vị trí vai trò như thế nào trong nội bộ Đảng CS mà có thể tiếp cận và biết được những thông tin này, và cái gì chứng minh cho những điều ông ta nói là sự thật.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
Trai HN thích đi cmt dạo đây ư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hẹn gặp các runner vào 18/5 nhé 🏃 🏻 ‍ ♂ ️ 🏃 ‍ ♀ ️ Huyện Đoàn Yên Phong - Bắc Ninh < URL > Samsung Xin chào . 🏃 ‍ ♂ ️ 🏃 ‍ ♀ ️ Hé lộ design áo Running T - shirt độc quyền dành cho các vận động viên 😍 😍 😍 . . Nhanh tay đăng ký tham dự chương trình trong 02 ngày cuối cùng để nhận áo T - shirt không thể khác biệt hơn của Samsung Running Together 2019 các bạn nhé 😉 . . Cùng Ad lan tỏa sắc cam ấm áp và thông điệp hòa nhịp bước - chung hành động đến tất cả mọi người . ❤ ❤ ❤ . Liên hệ với team HR bộ phận hoặc click vào link dưới đây để hoàn thành đăng ký : < URL > Hạn cuối đăng ký : 10.05.2019 . . . Theo dõi Samsung Việt Nam tại : . • Facebook : < URL > . • YouTube : < URL > . • Website : < URL >,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cố lên bạn ơi . Còn chơi là còn gỡ .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoàng Thị Bích Thảo toàn màu thích,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TA TA vậy là cháu đã hiểu , chúng ta hãy đấu tranh bằng bất bạo động , hãy kêu gọi mọi người cùng lên tiếng .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sơn Lê ăn mì nhớ đọc hsd nha bạn :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Từ cái tác phẩm củ cặc “ đại gia Gatsby ” mà ra . Tạo ra nhiều thế hệ Simp !,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nguyen Thuy An xợ hông :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hỏng biết :) chỉ biết vì t mà m cong vẹo nhưng đm m đéo ngoan :),1.0,1.0,0.0,0.0,0.0,0.0,0.0
김수지 e cx mua shop này nè cj,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tạ Thị Tần Hòe Sau tất cả . Em không sai chúng ta saiChạm đáy nỗi đauCó tất cả nhưng thiếu a ... Những bài đó không nổi lắm nhỉ , tại vì không hát với Min",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Duc Phuc chẳng quan tâm ông nào làm tổng thống , nhưng tôi nghĩ ad đã nói đúng",0.0,0.0,0.0,1.0,0.0,1.0,0.0
Thanh Cong Trần đm ám ảnh vl :))),1.0,1.0,0.0,0.0,0.0,0.0,0.0
Chứng tỏ ô này 3 phút phụt 2 lần,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blade đâu phải kiếm đâu mà ông nào cũng dịch là kiếm vậy . TB nó cũng chẳng cầm kiếm luôn .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bình An đi làm chịu khó đứng lên ngôi xuống để mổ đít cực lắm,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vào chạy cho quen mùi hành chứ sau này lại bỡ ngỡ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ib nè,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dung Pham t nghĩ còn nhiều,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"
DCSVN lap ben tau va HCM duoc cs nga tau dua vao vn de cuop vn khi nhat dau hang my. DCSVN la goc re nole cs nga tau",1.0,0.0,0.0,1.0,0.0,1.0,0.0
Nguyễn Hương thích,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Người con gái tuyệt vời như vậy phải biết chân trọng . giữ chặt dù có ntn cũng đừng buông tay . Không lại khổ người đàn ông khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi fan cứng tuýt nhé simple tuoilon,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Đúng là việc nhẹ lương cao thật,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vừa ngủ dậy mắt nhắm mắt mở vớ cái đt mà giật hết mình . E nào đấyyyyy < URL >,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Thu Trang dạ . Bthg sáng ngủ dậy là e thấy lct rõ rệt luôn ý .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tấu hài quá đà vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nhận thức về pháp luật khác nhau liệu các ngài có mơ hồ về pháp luật không ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t tìm thấy ák,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đã chơi game còn bày đặt thuốc lá tao quánh cho bầm trứng cút,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Minh Tuấn :))))) mấy con bóng nch dui vl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sọc lol ăn c,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Thanh niên già lại còn cho người đe dạo vozer là sai cmn lầm rồi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minh Minh Đùa quá đáng vl =)))))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nt lại bảo "" chúng mày đi bao nhiêu mạng để t còn biết đường thổi cơm """,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đănq Phan bài này khá hay cu ơi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thay vi xin loi hanh dong di :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phụng Trân Tôn posted in Việc làm , tuyển dụng tại Cần Thơ — with Mén Lửa . < URL > Phụng Trân . Xả vàng cơm sầu riêng 230 k / kg bao ngon ngọt béo hạt lép cơm vàng",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Trâm Tạ vì tụi nó là kẻ thất bại , chỉ biết núp lùm và soi mói",1.0,0.0,0.0,1.0,0.0,0.0,0.0
Châu Giang Trương,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pham Nguyen Ngoc Ngan Anh Thu Thuỳ Dương Thiên Hương Catherine Nguyen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tao đéo nghe bọn Zing bao năm nay rồi .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nhà triên tri mà mn chửi là s nhỉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sao dại rứa e ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sao ko đứa nào nuôi tao,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mấy bữa nay thấy phốt toàn BTT vs Tú Kawa nên mọi người quyết định đi chỗ nào cũng dc nhưng tuyệt đối k vào 2 chỗ này cho êm đẹp . Chứ 2 ông cứ thay phiên nhau phốt hoài đọc cũng thấy mệt .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
